Date,Equipment,Handedness,"Swing Details","Plane Score","Connection Score","Rotation Score","Bat Speed (mph)","Rotational Acceleration (g)","On Plane Efficiency (%)","Attack Angle (deg)","Early Connection (deg)","Connection at Impact (deg)","Vertical Bat Angle (deg)","Power (kW)","Time to Contact (sec)","Peak Hand Speed (mph)","Exit Velocity (mph)","Launch Angle (deg)","Estimated Distance (feet)"
"Sep 10, 2020 02:28:31 PM","Velo HS-Collegiate BBCor",Right,"General Practice",65,42,49,68.3,12.4,81,8,67,77,-32,4.07,0.14,21.7,,,
"Sep 10, 2020 02:28:24 PM","Velo HS-Collegiate BBCor",Right,"General Practice",59,46,50,66.8,12.8,76,9,71,80,-30,3.88,0.14,21,,,
"Sep 10, 2020 02:28:16 PM","Velo HS-Collegiate BBCor",Right,"General Practice",47,57,47,62.4,11.8,64,13,84,79,-20,2.98,0.16,18.3,,,
"Sep 10, 2020 02:28:09 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,49,52,62,13.5,74,14,77,77,-11,3.01,0.16,18.6,,,
"Sep 10, 2020 02:28:03 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,49,45,63.5,10.8,77,13,75,79,-16,3.05,0.17,19.9,,,
"Sep 10, 2020 02:27:56 PM","Velo HS-Collegiate BBCor",Right,"General Practice",59,46,48,66,12.2,76,14,70,80,-19,3.5,0.16,19.7,,,
"Sep 10, 2020 02:25:40 PM","Velo HS-Collegiate BBCor",Right,"General Practice",53,41,53,68.8,14,70,11,68,76,-30,4.18,0.14,21.7,,,
"Sep 10, 2020 02:25:33 PM","Velo HS-Collegiate BBCor",Right,"General Practice",65,45,47,64.6,11.6,81,12,71,78,-18,3.4,0.15,20.4,,,
"Sep 10, 2020 02:25:26 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,47,47,65.9,11.6,80,8,70,81,-27,3.68,0.15,20.7,,,
"Sep 10, 2020 02:25:18 PM","Velo HS-Collegiate BBCor",Right,"General Practice",59,49,44,62.4,10.4,76,14,78,76,-14,2.83,0.17,18.6,,,
"Sep 10, 2020 02:25:11 PM","Velo HS-Collegiate BBCor",Right,"General Practice",59,54,49,66,12.5,76,10,79,81,-23,3.59,0.15,19.4,,,
"Sep 10, 2020 02:25:04 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,45,52,68.2,13.8,77,11,68,81,-31,4.17,0.14,20.7,,,
"Sep 10, 2020 02:24:57 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,43,54,63.6,14.5,75,14,65,81,-26,3.52,0.14,20.2,,,
"Sep 10, 2020 02:24:50 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,44,48,64.8,12,80,12,71,77,-22,3.34,0.16,19.8,,,
"Sep 10, 2020 02:24:43 PM","Velo HS-Collegiate BBCor",Right,"General Practice",68,47,52,66.5,13.9,85,5,69,82,-28,4.01,0.14,20.8,,,
"Sep 10, 2020 02:24:36 PM","Velo HS-Collegiate BBCor",Right,"General Practice",74,39,40,61,8.9,91,8,66,75,-27,2.96,0.16,19.1,,,
"Sep 10, 2020 02:24:29 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,49,48,64.2,12.2,83,8,71,83,-27,3.49,0.15,19.7,,,
"Sep 10, 2020 02:24:23 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,45,50,61.4,13,78,16,73,76,-10,2.99,0.16,17.8,,,
"Sep 10, 2020 02:20:32 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,43,47,64.2,11.8,73,9,71,76,-23,3.35,0.15,19.7,,,
"Sep 10, 2020 02:20:23 PM","Velo HS-Collegiate BBCor",Right,"General Practice",55,42,48,64.6,12.1,71,9,72,74,-23,3.27,0.16,19.6,,,
"Sep 10, 2020 02:20:15 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,39,45,63.5,10.8,77,9,65,75,-23,3.2,0.16,20.1,,,
"Sep 10, 2020 02:20:06 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,38,45,64.1,10.9,75,9,65,74,-24,3.03,0.17,19.8,,,
"Sep 10, 2020 02:19:57 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,37,43,61.3,9.8,77,9,62,74,-25,2.8,0.17,20.1,,,
"Sep 10, 2020 02:19:49 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,40,42,63.6,9.7,73,8,67,74,-23,3.13,0.16,19.4,,,
"Sep 10, 2020 02:19:41 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,40,47,62.9,11.6,78,10,66,76,-23,3.22,0.15,19.3,,,
"Sep 10, 2020 02:19:34 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,38,46,61.6,11.2,77,9,63,75,-25,2.97,0.16,19.7,,,
"Sep 10, 2020 02:18:05 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,36,40,61,8.9,78,9,59,76,-26,2.65,0.18,19.5,,,
"Sep 10, 2020 02:17:58 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,38,42,61.3,9.6,79,8,64,74,-25,2.8,0.17,19.3,,,
"Sep 10, 2020 02:17:50 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,37,41,60.9,9.1,78,9,61,76,-26,2.7,0.17,19.6,,,
"Sep 10, 2020 02:17:43 PM","Velo HS-Collegiate BBCor",Right,"General Practice",55,42,46,64.7,11.2,72,7,70,75,-23,3.16,0.17,19.7,,,
"Sep 10, 2020 02:17:30 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,41,40,62.2,8.9,74,7,71,73,-26,2.73,0.18,19.5,,,
"Sep 10, 2020 02:17:22 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,42,44,62.2,10.4,75,8,70,75,-23,2.92,0.17,19.9,,,
"Sep 10, 2020 02:17:12 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,40,42,61.6,9.4,78,7,69,74,-22,2.83,0.17,19.5,,,
"Sep 10, 2020 02:17:03 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,37,42,59.9,9.6,81,8,61,76,-25,2.59,0.17,19.4,,,
"Sep 10, 2020 02:16:53 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,37,42,60.8,9.5,80,8,61,76,-25,2.66,0.17,19.1,,,
"Sep 10, 2020 02:16:43 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,37,43,59.7,9.9,78,8,62,75,-24,2.66,0.17,19.3,,,
"Sep 10, 2020 02:16:36 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,39,42,59.9,9.4,72,5,65,75,-24,2.61,0.17,19.7,,,
"Sep 10, 2020 02:16:27 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,38,41,61.1,9.4,77,7,65,75,-25,2.72,0.17,19.4,,,
"Sep 10, 2020 02:16:16 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,39,40,61.2,8.8,74,6,65,76,-27,2.67,0.18,19.8,,,
"Sep 09, 2020 02:25:47 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",55,48,48,63.9,12.2,72,13,74,79,-21,3.08,0.17,19.4,,,
"Sep 09, 2020 02:25:41 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",55,47,62,63.4,17.8,72,16,74,78,-19,3.65,0.14,19.1,,,
"Sep 09, 2020 02:25:34 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",70,38,50,64.7,13,87,10,63,77,-29,3.5,0.15,20.9,,,
"Sep 09, 2020 02:25:28 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",66,43,46,63.1,11.4,83,12,68,78,-21,3.2,0.16,20.5,,,
"Sep 09, 2020 02:25:20 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,47,48,64.9,12,78,7,74,79,-27,3.47,0.15,19.5,,,
"Sep 09, 2020 02:25:14 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,45,49,67,12.5,75,9,73,76,-27,3.66,0.15,21,,,
"Sep 09, 2020 02:25:09 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",65,45,49,66.2,12.7,81,7,71,79,-27,3.52,0.16,20.5,,,
"Sep 09, 2020 02:25:04 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",63,40,46,67.6,11.4,80,11,65,76,-25,3.82,0.15,21.8,,,
"Sep 09, 2020 02:20:28 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",64,49,52,65,13.6,81,12,74,80,-15,3.4,0.16,19.9,,,
"Sep 09, 2020 02:20:22 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",49,58,53,60.8,14,66,12,82,81,-15,2.9,0.16,19.4,,,
"Sep 09, 2020 02:20:15 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",60,52,48,65.6,12.2,76,9,75,82,-21,3.5,0.15,20.1,,,
"Sep 09, 2020 02:20:09 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,42,43,61.9,10,79,12,69,76,-19,2.73,0.18,19.5,,,
"Sep 09, 2020 02:20:03 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,50,47,65.6,11.5,79,3,78,78,-30,3.37,0.16,20.1,,,
"Sep 09, 2020 02:19:57 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",67,46,47,63.1,11.6,84,12,71,79,-19,3.15,0.16,19.6,,,
"Sep 09, 2020 02:19:51 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",64,43,47,64.2,11.5,81,16,71,76,-16,3.22,0.16,20.2,,,
"Sep 09, 2020 02:19:45 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",60,48,54,64.7,14.4,77,9,71,82,-26,3.64,0.14,20.1,,,
"Sep 09, 2020 02:19:39 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",49,45,57,63.9,15.9,65,13,72,77,-25,3.24,0.16,20.5,,,
"Sep 09, 2020 02:19:32 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",60,46,43,66.9,10.2,76,8,73,77,-31,3.38,0.17,21.4,,,
"Sep 09, 2020 02:19:25 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",57,46,50,66.1,12.9,74,8,72,78,-27,3.6,0.15,20.4,,,
"Sep 09, 2020 02:19:19 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,53,45,62.1,10.8,79,6,79,80,-24,2.95,0.16,19,,,
"Sep 09, 2020 02:19:12 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",54,48,45,63.8,10.9,70,11,75,78,-18,2.96,0.17,20,,,
"Sep 09, 2020 02:19:06 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",55,48,44,63.8,10.2,71,14,78,75,-13,2.93,0.17,19.7,,,
"Sep 09, 2020 02:18:56 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,45,47,62.8,11.6,75,15,74,75,-12,2.98,0.17,19,,,
"Sep 09, 2020 02:18:50 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",59,47,41,61.3,9.1,76,13,77,76,-12,2.48,0.19,19.1,,,
"Sep 09, 2020 02:18:44 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",51,50,51,65.2,13.1,68,10,75,81,-25,3.55,0.15,20,,,
"Sep 09, 2020 02:18:38 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,49,54,67.4,14.4,74,8,72,81,-26,3.96,0.14,20.2,,,
"Sep 09, 2020 02:18:31 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,47,50,66.8,12.8,74,7,73,79,-30,3.73,0.15,20.4,,,
"Sep 09, 2020 02:18:25 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",66,50,44,62.1,10.4,82,8,74,81,-22,2.95,0.16,19.1,,,
"Sep 09, 2020 02:12:26 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,49,54,68.1,14.5,75,7,75,80,-25,3.83,0.15,20.7,,,
"Sep 09, 2020 02:12:20 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",58,44,51,65.8,13.4,75,13,74,74,-15,3.23,0.17,19.3,,,
"Sep 09, 2020 02:12:14 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",60,39,47,65.7,11.8,76,12,66,75,-16,3.38,0.16,20.8,,,
"Sep 09, 2020 02:12:06 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",51,50,52,64.5,13.9,68,11,78,77,-20,3.18,0.16,19,,,
"Sep 09, 2020 02:11:59 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",55,45,54,64.9,14.4,72,16,72,78,-14,3.42,0.15,19.7,,,
"Sep 09, 2020 02:11:53 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,41,51,66.8,13.4,79,10,68,75,-22,3.68,0.15,20.6,,,
"Sep 09, 2020 02:11:46 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",54,46,57,67,15.9,71,13,74,76,-24,3.9,0.14,19.7,,,
"Sep 09, 2020 02:11:39 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",59,49,40,62.6,8.9,76,11,76,78,-14,2.7,0.18,19.4,,,
"Sep 09, 2020 02:11:32 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",65,39,45,64.8,11,82,12,63,77,-25,3.17,0.17,21.4,,,
"Sep 09, 2020 02:11:25 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",50,51,53,65.1,14.3,66,11,78,79,-22,3.54,0.15,19.8,,,
"Sep 09, 2020 02:11:19 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",64,41,45,64.1,10.7,81,15,68,76,-18,3.22,0.16,20.2,,,
"Sep 09, 2020 02:05:21 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",57,56,52,64.8,13.7,73,8,78,83,-22,3.42,0.15,19.5,,,
"Sep 09, 2020 02:05:14 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",53,49,51,66.4,13.2,69,13,76,78,-21,3.59,0.15,20.6,,,
"Sep 09, 2020 02:05:08 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",41,55,50,52.6,13,58,21,86,75,-10,2.02,0.17,17.9,,,
"Sep 09, 2020 02:05:00 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",54,49,38,61.5,8,71,12,78,76,-19,2.39,0.2,19,,,
"Sep 09, 2020 02:04:54 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",50,47,57,67.4,15.9,67,11,72,80,-29,3.75,0.15,20.8,,,
"Sep 09, 2020 02:04:49 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",51,54,45,62.4,10.6,68,11,82,77,-14,2.68,0.18,19.1,,,
"Sep 09, 2020 02:04:41 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",45,52,50,64.1,12.9,62,13,79,78,-15,3.14,0.16,19.6,,,
"Sep 09, 2020 02:04:34 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",47,63,59,66.1,16.4,64,9,85,82,-23,3.56,0.15,19.5,,,
"Sep 09, 2020 02:04:25 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",59,39,45,64.3,10.7,76,14,64,76,-15,3.13,0.17,20.3,,,
"Sep 09, 2020 02:04:18 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",56,46,51,68.7,13.2,73,9,70,80,-24,3.89,0.15,21.2,,,
"Sep 09, 2020 02:04:12 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",55,53,49,64.6,12.4,72,9,78,80,-20,3.15,0.17,19.9,,,
"Sep 09, 2020 02:04:05 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",65,44,46,67,11.2,81,15,70,77,-19,3.31,0.17,20.9,,,
"Sep 09, 2020 02:03:58 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",46,60,55,65.3,14.9,63,11,83,81,-25,3.26,0.16,19.6,,,
"Sep 09, 2020 02:03:51 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",46,66,41,63.1,9.1,63,11,87,81,-17,2.71,0.18,19.4,,,
"Sep 09, 2020 02:03:43 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,44,42,60.7,9.5,79,12,70,77,-17,2.71,0.17,19.3,,,
"Sep 09, 2020 02:03:35 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",56,47,53,64.6,14.3,72,11,72,81,-24,3.49,0.15,19.4,,,
"Sep 09, 2020 02:03:28 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",62,44,45,64.3,10.8,79,11,69,80,-20,3.37,0.15,20.6,,,
"Sep 09, 2020 02:03:20 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",47,56,50,65.3,12.9,64,17,82,79,-12,3.14,0.17,19,,,
"Sep 09, 2020 02:03:13 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",51,53,51,64.3,13.3,67,12,80,79,-18,3.28,0.16,19.2,,,
"Sep 09, 2020 02:03:08 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",63,46,56,67.4,15.3,80,9,70,81,-23,4.26,0.13,21.1,,,
"Sep 09, 2020 02:03:01 PM","Velo HS-Collegiate BBCor",Right,"Front Toss Underhand",66,41,42,59.1,9.4,83,17,71,73,-10,2.41,0.18,17.7,,,
"Sep 09, 2020 01:56:28 PM","Velo HS-Collegiate BBCor",Right,Tee,39,54,42,63.9,9.6,56,8,85,74,-26,2.95,0.17,20.1,,,
"Sep 09, 2020 01:56:21 PM","Velo HS-Collegiate BBCor",Right,Tee,43,54,44,66.5,10.6,59,7,84,76,-24,3.11,0.18,19.9,,,
"Sep 09, 2020 01:56:12 PM","Velo HS-Collegiate BBCor",Right,Tee,51,44,48,67.5,12.1,68,9,76,72,-23,3.44,0.17,19.5,,,
"Sep 09, 2020 01:56:05 PM","Velo HS-Collegiate BBCor",Right,Tee,36,55,37,65.5,7.4,52,6,90,73,-27,2.92,0.18,19.6,,,
"Sep 09, 2020 01:55:56 PM","Velo HS-Collegiate BBCor",Right,Tee,45,48,43,64.8,10.2,62,7,80,73,-25,2.99,0.18,19.6,,,
"Sep 09, 2020 01:55:47 PM","Velo HS-Collegiate BBCor",Right,Tee,54,40,47,63.8,11.8,70,9,66,75,-27,3.07,0.17,20.3,,,
"Sep 09, 2020 01:55:40 PM","Velo HS-Collegiate BBCor",Right,Tee,41,50,37,65.4,7.7,58,7,82,73,-26,2.85,0.19,20.3,,,
"Sep 09, 2020 01:55:31 PM","Velo HS-Collegiate BBCor",Right,Tee,46,44,47,66.1,11.7,63,8,75,72,-23,3.38,0.16,19.9,,,
"Sep 09, 2020 01:55:24 PM","Velo HS-Collegiate BBCor",Right,Tee,45,49,45,64.8,11,62,6,81,74,-26,3.06,0.17,19.9,,,
"Sep 09, 2020 01:55:15 PM","Velo HS-Collegiate BBCor",Right,Tee,46,50,44,64.3,10.6,63,6,81,74,-26,3.05,0.17,19.4,,,
"Sep 09, 2020 01:55:06 PM","Velo HS-Collegiate BBCor",Right,Tee,48,50,41,65.2,9,65,5,82,73,-27,3.06,0.17,20.1,,,
"Sep 09, 2020 01:54:59 PM","Velo HS-Collegiate BBCor",Right,Tee,54,43,45,65.6,11,70,7,74,73,-27,3.38,0.16,20.5,,,
"Sep 09, 2020 01:51:27 PM","Velo HS-Collegiate BBCor",Right,Tee,48,46,49,67.5,12.6,64,13,76,75,-19,3.44,0.17,18.9,,,
"Sep 09, 2020 01:51:18 PM","Velo HS-Collegiate BBCor",Right,Tee,40,52,45,65.8,10.9,57,10,86,73,-19,2.98,0.18,19.1,,,
"Sep 09, 2020 01:51:10 PM","Velo HS-Collegiate BBCor",Right,Tee,53,44,51,64.1,13.3,70,9,74,74,-21,3.1,0.17,19.2,,,
"Sep 09, 2020 01:51:01 PM","Velo HS-Collegiate BBCor",Right,Tee,44,50,49,66.2,12.3,61,9,83,73,-20,3.12,0.18,18.8,,,
"Sep 09, 2020 01:50:53 PM","Velo HS-Collegiate BBCor",Right,Tee,47,53,48,66.9,12.2,63,11,83,75,-20,3.18,0.18,18.9,,,
"Sep 09, 2020 01:50:45 PM","Velo HS-Collegiate BBCor",Right,Tee,50,46,50,63.6,12.7,67,8,76,75,-23,3.05,0.17,19.2,,,
"Sep 09, 2020 01:50:37 PM","Velo HS-Collegiate BBCor",Right,Tee,54,46,50,62.7,12.9,71,8,75,76,-23,3.01,0.16,19.3,,,
"Sep 09, 2020 01:50:27 PM","Velo HS-Collegiate BBCor",Right,Tee,48,49,48,66.4,11.9,64,7,81,74,-21,3.21,0.17,18.6,,,
"Sep 09, 2020 01:50:12 PM","Velo HS-Collegiate BBCor",Right,Tee,53,44,50,65.5,12.8,70,10,72,76,-23,3.17,0.17,19.3,,,
"Sep 09, 2020 01:49:50 PM","Velo HS-Collegiate BBCor",Right,Tee,56,40,47,63.3,11.5,73,8,69,73,-24,3.03,0.17,19.5,,,
"Sep 09, 2020 01:49:41 PM","Velo HS-Collegiate BBCor",Right,Tee,56,37,43,63.9,10.2,72,8,65,72,-25,2.91,0.18,20.2,,,
"Sep 09, 2020 01:49:29 PM","Velo HS-Collegiate BBCor",Right,Tee,51,43,44,65.3,10.3,67,10,74,73,-24,2.94,0.18,19.6,,,
"Sep 08, 2020 02:45:28 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,43,50,64.4,12.9,75,12,67,80,-22,3.37,0.15,20.5,,,
"Sep 08, 2020 02:45:06 PM","Velo HS-Collegiate BBCor",Right,"General Practice",65,34,48,63.9,12,82,15,58,73,-33,3.2,0.16,21.9,,,
"Sep 08, 2020 02:44:59 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,52,49,65.8,12.5,73,10,78,80,-25,3.31,0.16,20.2,,,
"Sep 08, 2020 02:44:53 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,44,54,67.7,14.4,74,18,68,80,-15,3.83,0.15,20.3,,,
"Sep 08, 2020 02:44:46 PM","Velo HS-Collegiate BBCor",Right,"General Practice",54,47,58,68.6,16.3,71,7,72,80,-30,4.16,0.14,21.6,,,
"Sep 08, 2020 02:44:39 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,47,45,64.5,10.9,78,7,72,80,-26,3.26,0.16,20.6,,,
"Sep 08, 2020 02:44:31 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,39,41,61.7,9.2,88,13,64,76,-21,2.68,0.18,20,,,
"Sep 08, 2020 02:44:25 PM","Velo HS-Collegiate BBCor",Right,"General Practice",51,45,47,64.9,11.5,68,12,74,76,-20,3.25,0.16,20.2,,,
"Sep 08, 2020 02:44:18 PM","Velo HS-Collegiate BBCor",Right,"General Practice",51,45,55,64,14.8,68,15,74,75,-18,3.17,0.16,19.1,,,
"Sep 08, 2020 02:44:12 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,43,51,69,13.2,73,9,67,79,-29,3.93,0.15,22,,,
"Sep 08, 2020 02:44:04 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,41,50,66.7,12.7,78,10,65,78,-23,3.67,0.15,21,,,
"Sep 08, 2020 02:43:06 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,45,51,65.7,13.4,78,8,69,81,-23,3.65,0.15,20.9,,,
"Sep 08, 2020 02:43:00 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,46,46,65.4,11.4,80,8,69,81,-24,3.39,0.16,20.9,,,
"Sep 08, 2020 02:42:54 PM","Velo HS-Collegiate BBCor",Right,"General Practice",54,57,50,62.9,12.7,71,9,80,82,-24,3.06,0.16,19.4,,,
"Sep 08, 2020 02:42:47 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,40,46,61.5,11.2,78,15,67,74,-12,2.82,0.17,19.4,,,
"Sep 08, 2020 02:42:41 PM","Velo HS-Collegiate BBCor",Right,"General Practice",53,50,50,65.8,12.7,70,9,73,82,-22,3.43,0.16,20.6,,,
"Sep 08, 2020 02:42:34 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,48,46,65.6,11.1,73,11,75,78,-20,3.1,0.17,20.2,,,
"Sep 08, 2020 02:42:27 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,38,48,67.2,12.1,79,6,63,76,-34,3.77,0.15,21.8,,,
"Sep 08, 2020 02:42:19 PM","Velo HS-Collegiate BBCor",Right,"General Practice",54,41,52,67.6,13.8,71,11,67,77,-28,3.87,0.15,21.4,,,
"Sep 08, 2020 02:42:13 PM","Velo HS-Collegiate BBCor",Right,"General Practice",45,49,51,66.6,13.3,61,11,75,79,-27,3.52,0.16,20.6,,,
"Sep 08, 2020 02:42:04 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,39,46,67.3,11.1,81,14,62,79,-23,3.59,0.16,21.4,,,
"Sep 08, 2020 02:41:56 PM","Velo HS-Collegiate BBCor",Right,"General Practice",70,40,40,58.9,9,87,14,66,76,-14,2.27,0.19,18.4,,,
"Sep 08, 2020 02:41:50 PM","Velo HS-Collegiate BBCor",Right,"General Practice",47,41,54,68.6,14.4,64,10,68,76,-30,3.93,0.15,21.8,,,
"Sep 08, 2020 02:41:44 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,44,47,63.5,11.5,81,8,67,81,-27,3.24,0.16,20.4,,,
"Sep 08, 2020 02:38:35 PM","Velo HS-Collegiate BBCor",Right,"General Practice",55,55,53,67.1,14.1,72,7,79,82,-24,3.66,0.15,20.7,,,
"Sep 08, 2020 02:38:29 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,44,49,65.4,12.4,78,10,68,80,-20,3.53,0.15,20.8,,,
"Sep 08, 2020 02:38:23 PM","Velo HS-Collegiate BBCor",Right,"General Practice",55,42,47,64.8,11.6,72,11,70,75,-14,3.17,0.17,20.4,,,
"Sep 08, 2020 02:38:15 PM","Velo HS-Collegiate BBCor",Right,"General Practice",53,50,47,63.9,11.5,70,7,76,80,-19,3.16,0.16,19.8,,,
"Sep 08, 2020 02:38:08 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,53,45,63.1,10.9,75,10,79,80,-19,3,0.17,19.4,,,
"Sep 08, 2020 02:38:01 PM","Velo HS-Collegiate BBCor",Right,"General Practice",65,41,42,64.3,9.7,82,10,64,79,-26,3.2,0.16,20.8,,,
"Sep 08, 2020 02:37:24 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,41,47,63.1,11.6,79,13,67,77,-17,3.16,0.16,19.9,,,
"Sep 08, 2020 02:37:08 PM","Velo HS-Collegiate BBCor",Right,"General Practice",49,51,52,64.2,13.6,66,14,77,79,-14,3.04,0.17,18.9,,,
"Sep 08, 2020 02:37:01 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,39,51,66.8,13.3,77,9,60,80,-27,3.83,0.15,21.6,,,
"Sep 08, 2020 02:36:55 PM","Velo HS-Collegiate BBCor",Right,"General Practice",53,52,51,65.9,13.2,69,11,78,80,-20,3.45,0.16,20.3,,,
"Sep 08, 2020 02:36:49 PM","Velo HS-Collegiate BBCor",Right,"General Practice",51,56,52,63.5,13.6,67,11,80,81,-17,3.05,0.17,19.5,,,
"Sep 08, 2020 02:36:43 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,46,50,65.8,12.8,80,11,71,80,-19,3.52,0.15,20.6,,,
"Sep 08, 2020 02:32:03 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,43,49,66.7,12.6,78,8,69,78,-29,3.71,0.15,21.2,,,
